ID,original_ID,tweet,sarcastic,rephrase
3861,sign_14539, a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights,1, a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights
10582,train_1603,brb just spent 10 minutes looking frantically for my phone with the help from the flashlight...from my phone,0,
13956,sign_3171, hello saturday night aching back fun,1, hello saturday night aching back fun
18863,test_a_592,The worms have turned. Being on the side of the grim reaper will cost them desperately needed circulation.,0,
3631,sign_7803, wow i love how the new instagram update takes all the photos and barfs them up in a random order,1, instagram updates are the worst
18963,sign_14450, ahhhh property taxes i love june,1, boo property taxes i hate june
96,sign_10890, love seeing our athletes riding scooters while texting snap chatting twittering while not wearing a helmet fills me with joy,1, not happy about athletes not being safe
4135,train_1561,dev patel is so hot girl i was having a crisis watching the green night,0,
2174,sign_3558, oh yay more thunderstorms,1, hate thunderstorms
8846,train_3391,The amount of yelling that was done at Fish Camp was insane,0,
12784,sign_4200, best birthday by far,1, worst birthday by far
10643,sign_5920, so have i missed something or that's it ? yeah you killed damie dream with this shit,1, so have i missed something or that's it ? yeah you destroyed damie plans with this shit
12236,train_1109,Beautiful animation and hype song what more could be asked for https://t.co/PFLLswgkh3,0,
15257,sign_7275, me dad evrybdy around uses an iphonedad results r out son ? me but i just love samsung dad its such a wonderful phone,1, me dad evrybdy around uses an iphonedad results r out son ? me but i just love samsung dad its such a wonderful phone
4047,sign_13126, got something really exciting to do today i literally cannot wait need to buy a new iron then i can do my favourite chore,1, i have to buy a new iron so i can iron my clothes i hate being a grown up
7414,train_2701,can u believe shaz hung up on me to see if her mark tweet sent where's the justic e 😤,0,
4585,train_2041,"Why does the commentator keep calling Adrian, Alisson?",0,
17253,test_c_196,Cant believe we have to spend the rest of our lives waiting for the weekend and then spend the rest of our weekends dreading the week,0,
18763,sign_12581, i don't know where this continuous idea that people don't care about me at all comes from,1, no one is talking to me
14094,train_1573,I need Trisha as a guest on red scare,0,
3332,sign_6716, he pulled a neal rumple didn't see that coming,1, he pulled a neal rumple saw that coming
4098,train_1759,Another great day in the office! Happy to be working with @HeyItsEbb and @Sicarius_Matt #softwaredevelopment #webdevelopment #Motivated #tech #Businesses https://t.co/h59QAZ7sEG,0,
12855,sign_7393, y'all made my night,1, y all ruined my night
6349,sign_8392, wait did trump honor a muslim ? you mean you can be both muslim amp american ? i'm shocked,1, hurry did trump not honor a muslim ? you mean you cannot be both muslim amp american ? i'm knew it
7123,test_a_277,How has salah missed that goal? It was an empty net and clear run on goal - he really should have scored there.,0,
6258,train_2702,I wanna do the best friend thread for u too nico but i hav to pack for holiday i will do it soMETIME THO,0,
11854,sign_9704, shocked bill ripken taking manny's side in the ventura vs machado pissing match,1, annoyed bill ripken is obviously taking manny's side in the ventura vs machado pissing match
10720,sign_12538, i fucking love how i come home and there's nobody even here,1, i fucking hate how i come home and there's nobody even here
1109,train_898,There is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library.,0,
16458,sign_5699, i love being sarcastic,1, i don't like being sarcastic
5102,sign_10802, man was this worth the wait,1, man this wasn t worth the wait
6793,sign_4970, apparently i ate food that's been recalled my body currently loves me,1, apparently i ate food that's been recalled my body currently hates me
3738,train_2779,Why is asking for a letter of recommendation so embarrassing,0,
19828,sign_7833, wow i've never seen draymond green get away with a blatant foul before,1, draymond green gets away with fouls all the time
11840,train_2366,one of my favs 💔 so sad https://t.co/y7RiY0JU4y,0,
3378,sign_5424, oh great just what i needed omg,1, so awful not what i needed omg
10864,sign_6348, it's nice when you don't hear from your boyfriend in 4 days,1, it is very bad when you don't hear from your boyfriend in 4 days
16767,sign_5526, so 2 handballs and 0 callsquality of the referee is amazing,1, so 2 handballs and 0 callsquality of the referee is amazing
10365,train_3023,(this is not to say I don’t love helping out on CTL or volunteering - I just don’t love doing it all at once during finals to check a box off 🙃),0,
17953,sign_6961, as usual the soetta is very professional and well managed,1, as usual the soetta is very amateurist and very disorganized
5092,sign_5373, i just love watching sports,1, i hate watching sports
2030,test_a_591,"If you truly love someone, just remember this. They will dump you for someone better :)",1,
3321,sign_10339, nothing i enjoy more than sitting at the dmv after work,1, i hate sitting at dmv after work
8794,sign_1700, so glad i can breath right now,1, so glad i have time to myself right now
11299,train_2890,This will haunt me forever !!!!!! #untildawn #scared #twitch https://t.co/AoXmXF8PDv,0,
15049,sign_3447, no pay equality or anything but now we can be a part of the hunger games draft,1, we want pay equality not to be a part of the hunger games
364,sign_6153, nothing's better than the restful sleep at a rest stop in a single cab 2 seater pickup,1, nothing s worst than the restful sleep at a rest stop in a single cab 2 seater pickup
17940,sign_5824, that trump interview was pretty lame actually real hard hitting interview,1, that trump interview was pretty lame actually it didn't live up to the hype
16000,train_3223,"Why does money heist do this to me 😭
My heart 😭",0,
13020,train_1411,"Before going to Lush: I’m just gonna buy 2 bath bombs nothing crazy 😇

Me walking out: *holding 4 bath bombs, 2 lip scrubs, 3 shower gels*",0,
14606,sign_2303, such a wonderful day,1, such a bad day
7327,sign_3540, you gotta feel for southern miss the ncaa is going to hammer them for ole miss's violations,1, you don't need to feel for southern miss the ncaa is not going to hammer them for ole miss's violations
18218,train_2651,It’s a great feeling knowing that I receive the rarest form of love on a daily … ✨UNCONDITIONAL LOVE✨ is something most people never get to experience so i cherish this blessing that God has given me because He came at the RIGHT TIME 🥳🤍  #3yearsdown #BlackLove,0,
15921,sign_8088, what's your iq ? me i don't play that game i'm at 262 in candy crash,1, playing candy crush at this level proves i'm smarter than you
14887,sign_10918, love how someone just copies my tweets and deletes the source of the pics,1, hate how someone just copies my tweets and deletes the source of the pics
19799,sign_13435, ever wake up to an existential crisis for no reason ? great start to the day,1, bad start to the day
1483,train_1263,I have never missed something as much as I miss the soy milk machine at the dining hall,0,
5622,sign_1447, oh what a fantastic 2 weeks it has been,1, what a horrible 2 weeks it ahs been
14962,train_3309,acu candlelight send off got me all emo :’((,0,
17613,sign_12723, i absolutely love having an impulsive condition that causes me to pick at my skin it's awesome,1, i hate having skin issues
13350,sign_3790, i hope sammy sleeves congratulated wents tonight that wouldn't be good if he wasn't a good mentor to the young qb,1, i hope sammy sleeves congratulated wents tonight it will still be good even if he wasn't a good mentor to the young qb
18869,sign_4505, awesome when people try to understand something,1, unimpressed when people try to understand something
9914,test_a_1013,I believe that Britain’s international reputation has already been shot to pieces in the hands of Johnson’s Tories. This will certainly make things much worse.,0,
19097,train_268,"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",1,You can't care about the environment only when it's convenient to you. 
18503,sign_11929, i think my ears are gone bad bcoz every time i ask a girl for a relationship i hear no,1, i feel so annoyed i always hear no whenever i propose a girl
12387,sign_14619, 4 more assignments wooo college is so fun,1, i hate college assignments
17513,sign_9616, skyvolt dies and jillow is now a thing great way to start the week,1, horrible way to start the week
5048,sign_4863, or you know a man because of course men are the bane of humanity yep,1, or you know a man because of course men are the bane of humanity yep
3956,sign_13234, good call today philadelphia weather people,1, philadelphia waether people what's wrong with you
9613,train_1413,I forgot my keys omds I had to message my brother on roblox to open the door,0,
4133,sign_10136, oh noes i called someone on being condescending and privileged on the internet and now they're mad that never happens,1, i called someone on being condescending and privileged on the internet and now they're mad this always happens
13055,sign_10202, oh great a new novel by jonathan safran foer,1, oh crap an new novel by jonathan safran foer
6540,sign_12402, i just love all the times that i get to hang out with all my lowell friends good times,1, i just hate all the times that i get to hang out with all my lowell friends hard times
11914,train_2233,Our little pumpkin is due April 2021! 🧡 https://t.co/WPsyO8ZqX8,0,
17022,sign_9978, parents just picked up and decided to go golf in arizona for the weekend awesome good for them,1, my parents didn't include me
1784,test_a_43,"Fair play to arteta, not many managers would drop there striker for disciplinary reasons.",0,
4802,sign_11852, i would just like to take this time to congratulate my fellow seniors on the coolest and funniest senior prank of all time,1, i wouldn t just like to take this time to congratulate my fellow seniors on the coolest and funniest senior prank of all time
13537,sign_10806, malaysians nowadays are just too much caring for each other how cute,1, they are not caring to each other at all
18750,train_1114,it takes 2 minutes for me to paint my nails so sometimes i do it impulsively and then sit there looking at my hands like fuck i have things to do rn,0,
18969,sign_5873, when you want to start making videos but university says no no i have somo essays for you thank you university maybe on friday,1, maybe on friday when you want to start making videos but university says no no i have somo essays for you this sucks
5374,train_2756,I registered for the KESHA Presale to get tickets early! You should too. Register here: https://t.co/dm2dJjMEyE,0,
974,sign_13421, exams soon can't wait,1, i am not thrilled at the prospect of exams
2073,sign_3650, i just love how much of an asshole you are makes my whole day better,1, i just hate how much of an asshole you are makes my whole day worse
1844,test_a_1200,"Beyond stressed about tomorrow for clients cancelling on the day, I really can’t afford another Christmas period not working cause the government have decided to jump the gun and shut us down 😢",0,
17645,sign_13950, but but i thought mcgregor was fighting mayweather next ? the blogs said so sarcasm,1, mcgregor will not fight mayweather
18947,sign_345, good job there's people around to tell me what i want or i'd be so confused about everything 2 2,1, good job there's people around to tell me what i want or i'd be so confused about everything 2 2
4608,sign_3048, finally we get the long snapper we coveted so much can't believe we got him,1, finally we lost the long snapper we coveted so much can t believe he is gone
900,sign_4817, i know the raps have been slacking but these refs have been great,1, refs have been horrrible
9632,sign_9565, so glad i have so many friends and i'm not on the couch at 9 on the sunday of a long weekend,1, i wish i had more friends
5051,sign_2028, inquiring minds in indiana wanna know was the grassy knoll shooter a dark haired cuban or a blonde gringo ? intended,1, intended
1581,train_1787,"@Janet67866039 @ermbop Its literally very common. My friends son was concieved while she was in the pill. You do know it's only 91% effective right? That means for 9% of women, that form of birth control fails.",0,
11325,sign_80, nothing beats watering 8000 sqft of new sod can't think of anything i'd rather be doing on a saturday night,1, nothing beats watering 8000 sqft of new sod have better things to do with my time
964,sign_543, made doubly fun by the fact i had to drag my kids with me nothing more fun than sitting in a waiting room with squirrely kids,1, made doubly fun by the fact i had to drag my kids with me nothing more annoying than sitting in a waiting room with squirrely kids
13736,sign_9449, so you're telling me that if i don't tweet something for awhile everyone gets a notification of my tweet ? that's cool i guess,1, so you're telling me that if i don't tweet something for awhile everyone gets a notification of my tweet ? that's cool i guess
12083,sign_9464, so tired of trips to the hospital so i'm just gonna die at home from now on in case anyone gets concerned lol,1, so tired of trips to the hospital so i'm just gonna die at home from now on in case anyone gets concerned lol
9943,sign_4482, nice to see how people retweet things,1, annoyed to see how people retweet things
8001,sign_8186, what a great day,1, what a shit day
5504,sign_6958, i like how when i really need it none of you are there for me this makes me feel great about my 3 year coming up,1, i feel bad for my upcoming 3 years as i can t rely on anyone
10567,train_919,drive to work with no music kinda day,0,
11120,sign_9994, ooh a card game,1, boring a card game
12987,sign_11835, i'm glad i got to vote for bernie while there was still a chance,1, not glad i voted for bernie
11139,sign_2070, gotta love waking up early to get a cavity filled,1, gotta hate waking up early to get a cavity filled
4099,sign_2167, those 3 cups of coffee before bed were a really good idea,1, those 3 cups of coffee before bed were a really bad idea
14764,sign_5410, literally love being everyone's second option,1, literally hate being everyone's second option
11395,sign_4878, i always love doing things by myself so much fun to be had and i get all of it to myself,1, i don t enjoy doing things by myself it s not fun
16478,sign_572, i bet italy will have a simple staging too but of course it's still a winner france will never win that's obvious,1, of course france will be a winner
6098,sign_12442, i have regents next week oh and tomorrow i have a science exam to do life is so awesome,1, i have regents next week oh and tomorrow i have a science exam to do life is so annoying
8844,sign_11207, just fucking love my life man fucking awesome,1, just fucking hate my life man fucking annoying
17660,sign_9498, so paddelboarding is the new thing i sure can't wait to be hip and adventurous when i do it once an post it on instagram,1, look at me i post everything i do to make everyone online jealous
6676,sign_5550, having waaaay too much fun waiting in lineup,1, having waaaay too much fun waiting in lineup
1170,train_3129,who saw new Alan Partridge and VEEP last night? Double dunter of genius comedy! :D,0,
487,train_3066,Hypothetically if you started a new job and one of your colleagues was a jake from love island stan … what would you hypothetically do,0,
1972,train_2448,Andy Dalton is so atrocious,0,
5477,test_a_13,"Wow, Chelsea bean beaten by West Ham, that was a day I had been looking forward to for a while.",0,
1011,sign_13695, dalledova the curry stopper just checked in,1, dalledova the curry stopper just checked in
8878,sign_9147, thank you to everyone that snapped me it's raining outside i didn't have eyes to see for myself,1, i know it's raining stop talking about it
16269,sign_7262, yes facebook i'd love to see posts from a year ago today,1, facebook i don't care about my posts from a year ago today
2419,sign_7506, your face reminds me of a road kill's arse hole certainly not on my list of things to kiss,1, you are beautiful and i want to kiss you
6634,test_a_21,"Max Verstappen is such a clean driver, he never makes dirty moves when racing.",1,
19362,train_2066,for the love of god someone please teach timothee chalamet how to enunciate,0,
12231,sign_1541, the computer center has amazing customer service,1, the computer center has an awful customer service
9176,sign_9699, short on empathy and patience today should be a great day,1, short on empathy and patience today i hope the day passes without any bad experience
8402,sign_14859, we'll regroup in cuba bernie,1, we'll regroup in cuba bernie
4656,sign_5307, everything is great everything is grand,1, everything is awful
9113,sign_5734, i wish i actually cared about ppl and their opinions,1, glad that i don t really care about ppl and their opinions
1897,sign_9120, thanks for being so considerate,1, you're a jerk
13048,sign_1587, if my sarcasm offends you then i'm doing it right,1, if my sarcasm offends you then i'm doing it right
5451,train_2513,Loving how much #narcissism and it's intra- and interpersonal aspects are playing out in #Lokiepisode2 #Disney #Marvel,0,
4304,sign_7583, you can be a patriot until you aren't slavic,1, patriots can step over the line from time to time
7683,sign_3824, i feel sorry for those select few who make mistakes in college,1, everyone makes mistakes in college
12224,sign_4779, pls fill up a long ass snap story w you and your boyfriend i wanna watch every second of it,1, pls do not fill up a long ass snap story w you and your boyfriend i am not interested in watching it
738,train_867,I always think going braless is a good idea until I'm in public and am insecure because I'm not wearing a bra,0,
18112,sign_13241, going to work with only 1 hour of sleep all night today is gonna be awesome,1, today is going to be horrible because i only slept one hour
4605,sign_12826, hillary had such stiff competition amazing she pulled it out,1, hillary was going to win from day one
1205,train_217,maybe i am a cyber bully,1,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.
19418,sign_5866, just fantastic to hear that something like that is happening,1, just fantastic to hear that something like that is happening
8723,train_2240,why did no one tell me that SSRIs cause hand shaking/jitters cause this shit sucks,0,
7906,sign_10047, omg i am so excited for the euro's,1, omg i am so unexcited for the euro's
9094,sign_6340, wow you're so cool,1, wow you're so cool
14678,test_a_1332,I don’t want Marcos Alonso playing for this club anymore. Get rid,0,
3977,sign_6999, my luck is so fucking awesome flat tire pissed off bf hungry af what else can go wrong ?,1, lady luck dealt me a wrong card flat tire pissed off bf hungry af it couldn t get worse than this
19121,sign_2394, new office mate is a smoker fabulous,1, new office mate is a smoker horrible
1843,train_3144,"What has happened to America? People of color can’t peacefully protest for basic human rights and dignity without running the risk of getting beaten or pepper sprayed, but a group of bitter white (mostly males) can break into the Capital with weapons while the police do nothing?",0,
17229,sign_390, perfect freakin weekend to be sick,1, not a perfect freakin weekend to be sick
9068,sign_6237, wait traveling is still a rule ?,1, traveling is not a rule
4880,sign_8915, the ifp still exists ? wow good luck for the elections guys your history will make you 1,1, your history will not make you number 1
10724,sign_10520, my phone literally just decided to never turn on again rip the genius bar is my favorite place in the world,1, i hate the genius bar
5456,train_3373,"I think the most beautiful thing on tiktok I’ve seen is gen z coming together and literally creating a musical for Ratatouille, literally from set design to music and even choreography like what in the world 💀",0,
4341,sign_7112, i really like this faux efficiency singapore has,1, singapore is not faux efficient
5830,sign_12244, i love how as soon as i start drinking i forget to filter the shit that comes out of my mouth,1, i hate it but i loose control over my mouth after few pegs
18146,sign_11062, laughing my ass off rn,1, not laughing my ass off rn
45,sign_924, i can't wait for the dark power rangers movie that's going for a mature audience,1, i am not excited about the dark power rangers movie that's going for a mature audience
13587,train_152,wouldn’t it be cool if i could spontaneously combust,1,I'm frustrated and I don't want to deal with things right now.
17736,sign_8277, well done england fans making us proud again,1, well done england fans making us feel low again
9311,train_2025,"just got an A in my actuarial mathematics course,  if that doesnt prove the power of manifestation idk what will",0,
19551,test_a_887,Can’t believe I’m going to miss the Swansea pumps,0,
8209,sign_431, ron kulpa is the picture of professionalism,1, ron kulpa is the picture of amateurism
8118,sign_7305, here people are finding soulmates amp i can't even find a good torrent for barbershop the next cut,1, here people are finding soulmates amp i can't even find a good torrent for barbershop the next cut
18953,train_1189,I want to see Drew Lock cry,0,
15238,sign_7452, i'm always a big fan of people who take photos of people animals in desperate situations before dealing with the problem,1, i dislike when people first take photos of other people animals having a problem and then help them
18516,sign_4037, hold up wait a minute did the king just lose a game ? that's impossible,1, it's true the king just lost the game
7807,train_1725,"Every once in a while, I still forget that Tatiana Maslany isn't multiple people. #OrphanBlack",0,
7468,sign_11718, i'm so glad blake shelton took the time to dress up for this,1, did he just wake up ?
3550,sign_3266, maybe i should live alone but don't know any household chores im such a rich kid,1, maybe i should live alone but don't know any household chores im such a rich kid
4119,sign_13190, good thing cleveland fired their coach during the season they are playing wayyyyyy better than last year,1, cleveland is not playing better after firing their coach
11527,train_2288,80% of #LittleHouseonthePrairie episodes involve Laura befriending weird old men.,0,
14055,train_646,I like making food and then not eating it to assert my dominance,1,I hate when I make food and then don't eat it. 
3138,train_3050,"the most embarrassing thing ever just happened to me oh my god
waiting at the les schwab tire for my tire to get repaired and they just drove my car up about 15 feet away from me and my phone connected to the bluetooth and i heard my car start BLASTING barbie tingz by nicki minaj",0,
19837,train_55,"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",1,To buy an airport meal with a £3 voucher is impossible.
9559,train_1372,so in loveee🥵😍,0,
8032,sign_11424, it feels awesome having my mom out my dad first before me she's the best mom ever,1, it feels bad having my mom out my dad first before me she's the worst mom ever
19529,sign_618, yelp up 20 did einhorn sell it yet ?,1, yelp up 20 did einhorn not sell it yet
2082,sign_14040, breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,1, breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some crappy finishing today
13699,sign_7338, i gotta put after sentence to transmit intent ? imho gtfo stfu,1, i do not need to put to shoe my intention
10686,sign_9947, people waving mexican flags attacking a woman is surely doing to help the clinton cause,1, people waving mexican flags attacking a woman is surely doing to help the clinton cause
9463,train_2946,I work in DC. I live 15 minutes from the Capitol Building. I walk my dog down the National Mall at least once a week. I left work early today from the riots. This is horrific. This is scary. This is terrorism. #DCProtests,0,
14558,sign_5222, today is going to be one of those long plodding days that drains the fuck out of you oh boy i'm looking forward to this,1, today is going to be one of those long plodding days that drains the fuck out of you not looking forward to it
10920,sign_7767, yay fun night so exciting,1, yay unpleasant night so boring
17542,sign_12230, i love how men take time out of their day to shout my hair color at me how would i know what color my hair is otherwise ?,1, i know what color my hair is i don't need men to shout it at me
3735,sign_1426, 1011 f fever today oh goody,1, fever today oh nasty
2802,sign_9509, so my allergies decide to show their faces this evening again great stuff,1, so my allergies decide to show their faces this evening again annoyed
15682,sign_7621, yes this panel on itv right now are clearly ' undecided ',1, the panel on itv has made their choice
5934,sign_10058, okay great way to start my day great just great thanks a lot included,1, i hate today already
9666,train_636,No longer a female as I refuse to wear heels ever again,1,I refuse to wear heels ever again because they hurt too much.
17732,sign_14868, there's too many male voices great way of answering eddie izzards question,1, there's too many male voices stupid way of answering eddie izzards question
4277,sign_780, being left out is such an amazing feeling,1, being left out is such an bad feeling
4792,sign_344, im used to being used by others now im thinking of being useless then,1, i'm used to being used by others now i'm thinking of being useless then
8427,train_628,"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1,"I always simultaneously wiki deep-dive the royal family, when I watch The Crown."
12679,test_a_422,"I love waking up to start work at 5am everyday. Even better when its Christmas, because there's nothing I love more than being surrounded by stressed out customers over food!",1,
17488,sign_14780, is like the electricity half of india still doesn't get it,1, people from india don't understand sarcasm
11929,sign_4724, thank you for controlling my life every time thank you for being unsupportive always thank you you're the real man,1, i don't appreciate the way you control my life and the way you are always unsupportive you are not a real man
18597,sign_1211, finished my last assignment in my ethics class and it didn't kill me after all i'm just as shocked as you are,1, finished my last assignment in my ethics class and it was too hard i'm just as shocked as you are
12318,sign_9456, so when are we going to vote to leave the uk so britain can be great again darn welsh people coming over here taking our jobs,1, trump is horrible
18301,sign_2930, feel very loved in this cold ass world,1, feel very lonely in this cold ass world
12428,train_2611,Enjoyed every moment of watching our fabulous Team GB compete in the Olympic Gymnastics! #sotalented,0,
11863,sign_11435, isn't it fucking awesome when people ignore your tweets ?,1, it's not cool when people ignore your tweets
14705,train_1706,. @atptour The wearing and non-wearing of face masks by support team and family of players at ATP events is shockingly bad and setting a really poor example to anyone watching. Is it within your remit to encourage or enforce better adherence to effective face mask wearing?,0,
7879,sign_9071, thanks today you've been great so much to fix so little time,1, you've broken everything and your are a horrible person
11805,sign_14189, bae is such a good singer,1, bae is such a bad singer
2596,sign_12637, i can't fucking wait until all apps are subscription models,1, i don't want all apps to be subscription models
14753,sign_9926, pg county what a surprise,1, it's not a surprise that it's pg county
5174,sign_11600, if a cute girl sends you friend request regect him,1, if a cute girl sends you friend request regect him
18163,sign_4300, so is trevor bayne locked into the chase now ?,1, so is trevor bayne locked into the chase now ?
18584,sign_458, i love getting invited to do things it never happens,1, i hate getting invited to do things but it always happen
19557,sign_1778, well thanks media for choosing my candidate for the 3 rd time in a row don't know what i would've done without you,1, am so angry with you media for not choosing my candidate for the 3 rd time in a row
16026,sign_4483, nice to see how people retweet things,1, hate to see how people retweet things
18211,sign_14755, please don't think i'm an ass hat,1, i don't care if you think i'm an ass hat
6805,sign_1412, a tumble weed just slowly blew across a bike lane on harbord somewhere between ossington amp st george yay bloor bike lanes,1, a tumble weed just slowly blew across a bike lane on harbord somewhere between ossington amp st george yay bloor bike lanes
16599,sign_2790, a group of white ppl just gave me a genius explanation of why white privilege isn't real,1, a group of white ppl just gave me a foolish explanation of why white privilege isn't real
15051,sign_12532, i get to go for achievement badge tonight i've always want to fly straight into the middle of a tropical storm how cool,1, i don t want to that achievement badge tonight flying straight to the middle of tropical storm is not cool to die
14191,sign_12681, i amuse myself and the things i do with my life,1, i'm not happy about the things i do in my life
16114,sign_7541, you know if we all carried guns with us all the time we would be so much more safe,1, all of us carrying guns will make no one safe
8860,sign_10082, oh my favorite time of year fireworks outside the window,1, oh my least favorite time of year hate fireworks outside the window
1900,sign_12922, hate it when the wife says get up already the sun is out what am i supposed to do ? photosynthesis ? ?,1, hate it when the wife says get up already the sun is out what am i supposed to do ? photosynthesis ? ?
13817,sign_2140, hating y2j when he faces dean its just blah its just i dont care who's the best in the world jericho,1, loving y2j when he faces dean its just blah its just i dont care who's the best in the world jericho
3723,sign_12707, i always worry about the safety of the children especially my son who is talking back to me right now,1, i always be worriless about the safety of the children especially my son who is not talking back to me right now
16867,sign_8965, the clear industrial trash bags and multiple bottles of olde english 800 hanging out of your big blue really show off your success,1, the clear industrial trash bags and multiple bottles of olde english 800 hanging out of your big blue don't really show off your success
5812,sign_1901, glad to see florida looks just as beautiful as the rhode island i just left,1, sad to see florida looks just as ugly as the rhode island i just left
2736,train_3125,So does anyone else carry their animals around the house on a tour to look out all the windows so they know what it’s like to be big,0,
18007,sign_6988, no sex before marriage ? ? ? if that was god's plan you would receive your penis or vagina on your wedding day,1, the belief of no sex before marriage does not add up
8036,test_a_1395,I’ve just seen this and felt it deserved a Retweet for its honesty xx 😘,0,
244,train_1257,@dumbdotcomm no fr like..the mental strain we go through... and it’s also the fact that a lot of these nurses we have to work with either take our free labor for granted by treating us as their personal aide or treat us like dirt ain’t right or fair.....,0,
2150,sign_8049, when you come to vegas and the first thing you see is something about a wedding the universe man i love it so much,1, i find the idea of wedding in vegas sooo funny
12632,sign_10135, oh noes i called someone on being condescending and privileged on the internet and now they're mad that never happens,1, i called someone on being condescending and privileged on the internet and now they're mad that always happens
10147,sign_7991, who would have thought that the cavs play better at home,1, every team plays better at home
19343,sign_956, thanks josh for not letting me nap,1, eww damn josh for not letting me nap
10756,sign_12895, having tonsillitis is so much fun,1, tonilitis sucks
2131,sign_12297, i love being introverted being awkward at social gatherings is so much fun,1, i hate being introverted being awkward at social gatherings is so annoying
19700,sign_3942, dancing in my living room is sooo fun,1, dancing in my living room is not fun
14007,test_a_629,Lose some weight before restaurants ban  you lad.,0,
6293,sign_12157, i love running errands during rush hour,1, i hate running errands during rush hour
4233,sign_195, all i want is world tour and perfect grades is this too much to ask for ?,1, all i want is world tour and perfect grades is this hard to get ?
6610,sign_11710, i'm so glad i have work tomorrow,1, i'm not excited about work tomorrow
9904,sign_2758, irony of this world is condom has more flavours than ors,1, irony of this world is condom has more flavours than ors
15382,sign_7505, your face reminds me of a road kill's arse hole certainly not on my list of things to kiss,1, you are beautiful and i want to kiss you
2859,sign_6126, guess who will have classes this summer ? what a joy,1, guess who will have classes this summer ? what a sorrow
8102,sign_10274, noway changing the rules right before the convention wouldn't expose their rigged system never,1, changing the rules right before the convention would expose their rigged system
18697,sign_8086, what's your iq ? me i don't play that game i'm at 262 in candy crash,1, i'm not interested in a brain measuring contest
15155,sign_9748, selenators are so nice wow,1, fanboys are very mean and scary
15643,sign_11349, it's been another long day of spreading my awesomeness so good night and sweet dreams,1, it was a dull and boring day
10024,sign_4829, it's all steve otts fault,1, steve ottshas nothing to do with it
9971,sign_3175, newcastle's mitrovic is getting under delaney's skin not mitrovic he never does that,1, newcastle's mitrovic is getting under delaney's skin yes mitrovic he always does that
13361,sign_7942, why fear the lord ? the woes of the world are organic in nature,1, no one can reduce our sufferings
11391,sign_6420, 10 year olds giving the middle finger nice,1, 10 year olds giving the middle finger not nice enough
12959,sign_6942, i looove getting 3 hours of sleep because two jobs,1, i hate sleeping only 3 h because of two jobs i have
15397,sign_11849, i'm always happy to work all three shifts in the same week out of order jklol,1, i hate to work all three shifts in the same week out of order jklol
4938,sign_5685, don't blame your job you suck anyway,1, don't blame your job you rock anyway
1447,sign_13376, favorite thing going into work and hearing about how everyone hates their lives and everything is a mess,1, i hate listening to my coworkers problems
13578,sign_10100, oh yay triple digit heat,1, boo triple digit heat
6393,sign_10540, my messages are acting up twitter keeps crashing man that's my life gone right there,1, twitter is down who cares ?
12625,sign_8725, this has proven to be a wonderful day to have tillman on my bench,1, tillman should be playing
6461,sign_4324, empty promises are my favorite,1, i hate empty promises
10566,sign_170, my no means no it's not yes even in sign language,1, my no means no it's yes even in sign language
18031,sign_2908, 22 is going real great,1, 22 is real getting serious
10538,train_3316,In '04 my parents had to D R A G me to see Napoleon Dynamite in theatres cause i thought it would be a boring flick abt Napoleon Boneparte,0,
2593,sign_13451, england's finest in marseille tonight apparently,1, england's team is rubbish
3943,sign_9137, thankfully i moved back to a much safer city,1, i didn't move to a safer city at all
19358,sign_9780, run the race in the fog as long as it's dry uber safe,1, run the race in the fog as long as it's dry not safe
7222,sign_9465, so thrilled to have class lab from 9 am 4 pm tomorrow,1, not excited about lab tomorrow
3946,sign_5358, awesome the thunder are getting zero calls tonight awesome nba awesome,1, too loud thunderstorms just bad
7486,train_998,"Grealish is just good. You hate to admit it, but damn.",0,
7368,test_a_401,Surely he's lifted his arm out of the way so it doesn't hit it?,0,
3727,sign_3975, no one cares unless you are pretty or dying flips hair thank god i'm pretty,1, no one cares unless you are pretty or dying flips hair and now i am not pretty
9173,sign_196, all i want is world tour and perfect grades is this too much to ask for ?,1, all i want is world tour and perfect grades this isn't too much to ask for is it ?
11029,sign_5281, puducherry with congress rahul sonia sud take credit n for other states it's communalisation n local leaders,1, puducherry with congress rahul sonia sud take credit n for other states it's communalisation n local leaders
11040,sign_6335, i was excited to learn that this wednesday i will get to put in an 115 hour work day woo hoo,1, i was annoyed to learn that this wednesday i will get to put in an 115 hour work day
12104,sign_12183, i love it when my tan peels off like a snake sarcasm,1, my tan is wearing off i should get a new one
